C:\Users\liz\Documents\self driving car udemy\data self driving car udemy\IMG\center_2020_12_13_21_54_57_121.jpg, C:\Users\liz\Documents\self driving car udemy\data self driving car udemy\IMG\left_2020_12_13_21_54_57_121.jpg, C:\Users\liz\Documents\self driving car udemy\data self driving car udemy\IMG\right_2020_12_13_21_54_57_121.jpg, 0, 0, 0, 7.994712E-05
C:\Users\liz\Documents\self driving car udemy\data self driving car udemy\IMG\center_2020_12_13_21_54_57_223.jpg, C:\Users\liz\Documents\self driving car udemy\data self driving car udemy\IMG\left_2020_12_13_21_54_57_223.jpg, C:\Users\liz\Documents\self driving car udemy\data self driving car udemy\IMG\right_2020_12_13_21_54_57_223.jpg, 0, 0, 0, 7.784615E-05
C:\Users\liz\Documents\self driving car udemy\data self driving car udemy\IMG\center_2020_12_13_21_54_57_323.jpg, C:\Users\liz\Documents\self driving car udemy\data self driving car udemy\IMG\left_2020_12_13_21_54_57_323.jpg, C:\Users\liz\Documents\self driving car udemy\data self driving car udemy\IMG\right_2020_12_13_21_54_57_323.jpg, 0, 0, 0, 7.854644E-05
C:\Users\liz\Documents\self driving car udemy\data self driving car udemy\IMG\center_2020_12_13_21_54_57_424.jpg, C:\Users\liz\Documents\self driving car udemy\data self driving car udemy\IMG\left_2020_12_13_21_54_57_424.jpg, C:\Users\liz\Documents\self driving car udemy\data self driving car udemy\IMG\right_2020_12_13_21_54_57_424.jpg, 0, 0, 0, 7.98955E-05
C:\Users\liz\Documents\self driving car udemy\data self driving car udemy\IMG\center_2020_12_13_21_54_57_531.jpg, C:\Users\liz\Documents\self driving car udemy\data self driving car udemy\IMG\left_2020_12_13_21_54_57_531.jpg, C:\Users\liz\Documents\self driving car udemy\data self driving car udemy\IMG\right_2020_12_13_21_54_57_531.jpg, 0, 0, 0, 8.247279E-05
C:\Users\liz\Documents\self driving car udemy\data self driving car udemy\IMG\center_2020_12_13_21_54_57_639.jpg, C:\Users\liz\Documents\self driving car udemy\data self driving car udemy\IMG\left_2020_12_13_21_54_57_639.jpg, C:\Users\liz\Documents\self driving car udemy\data self driving car udemy\IMG\right_2020_12_13_21_54_57_639.jpg, 0, 0, 0, 7.902525E-05
C:\Users\liz\Documents\self driving car udemy\data self driving car udemy\IMG\center_2020_12_13_21_54_57_746.jpg, C:\Users\liz\Documents\self driving car udemy\data self driving car udemy\IMG\left_2020_12_13_21_54_57_746.jpg, C:\Users\liz\Documents\self driving car udemy\data self driving car udemy\IMG\right_2020_12_13_21_54_57_746.jpg, 0, 0, 0, 7.891317E-05
C:\Users\liz\Documents\self driving car udemy\data self driving car udemy\IMG\center_2020_12_13_21_54_57_846.jpg, C:\Users\liz\Documents\self driving car udemy\data self driving car udemy\IMG\left_2020_12_13_21_54_57_846.jpg, C:\Users\liz\Documents\self driving car udemy\data self driving car udemy\IMG\right_2020_12_13_21_54_57_846.jpg, 0, 0, 0, 8.043969E-05
C:\Users\liz\Documents\self driving car udemy\data self driving car udemy\IMG\center_2020_12_13_21_54_57_946.jpg, C:\Users\liz\Documents\self driving car udemy\data self driving car udemy\IMG\left_2020_12_13_21_54_57_946.jpg, C:\Users\liz\Documents\self driving car udemy\data self driving car udemy\IMG\right_2020_12_13_21_54_57_946.jpg, 0, 0, 0, 7.842027E-05
C:\Users\liz\Documents\self driving car udemy\data self driving car udemy\IMG\center_2020_12_13_21_54_58_050.jpg, C:\Users\liz\Documents\self driving car udemy\data self driving car udemy\IMG\left_2020_12_13_21_54_58_050.jpg, C:\Users\liz\Documents\self driving car udemy\data self driving car udemy\IMG\right_2020_12_13_21_54_58_050.jpg, 0, 0, 0, 7.796087E-05
